,agent_type,scenario,reward,steps,duration,cost,datetime,gpt_version,interaction_num
170,hm,6,117.049,2699,92.011749792099,27.295929999999984,2024-05-21_14-07-54,,48.0
171,reflexion,9,27.041,1099,58.01164912382762,12.108719999999996,2024-05-21_14-52-14,,18.0
172,hm,9,72.69299999999998,1899,65.7685981353124,18.776910000000008,2024-05-21_14-45-38,,30.0
173,react,9,32.562,1299,21.08414380947749,6.94422,2024-05-21_15-31-31,,23.0
174,hm,8,79.73,2499,82.04752397934595,23.06465999999997,2024-05-21_14-38-14,,42.0
175,reflexion,7,37.667,2099,84.84564009110133,19.35318,2024-05-21_15-20-19,,33.0
176,planreact,8,43.463,1399,28.365634874502817,9.013409999999997,2024-05-21_21-18-20,,25.0
177,planreact,3,33.60600000000001,1599,29.745329741636912,9.10231,2024-05-21_21-17-02,,27.0
178,planreact,1,94.124,1499,30.46243693033854,9.621960000000003,2024-05-21_21-16-22,,23.0
179,planreact,0,28.109000000000005,1599,31.93320529858272,10.459780000000004,2024-05-21_21-15-37,,28.0
180,planreact,2,36.00100000000001,1899,33.69334069490433,10.4912,2024-05-21_21-16-43,,32.0
181,planreact,5,72.53300000000002,1799,36.30839813947678,11.466430000000004,2024-05-21_21-17-33,,32.0
182,planreact,6,65.21700000000001,1799,38.38631958961487,12.46661,2024-05-21_21-17-46,,31.0
183,planreact,9,73.36299999999999,2299,46.11029804547628,14.035180000000008,2024-05-21_21-18-34,,40.0
184,planreact,7,47.566,2399,47.67733288208644,14.319700000000005,2024-05-21_21-17-57,,41.0
185,planreact,2,21.801,1099,20.99280155499776,5.7255,2024-05-21_21-50-31,,19.0
186,planreact,4,65.938,3199,57.01975495815277,17.613800000000012,2024-05-21_21-17-17,,54.0
187,planreact,8,50.02300000000001,1499,30.37918068567912,9.111310000000003,2024-05-21_21-46-47,,28.0
188,planreact,3,38.43100000000001,1799,31.54190011819204,9.136069999999997,2024-05-21_21-46-52,,30.0
189,planreact,0,32.861999999999995,1699,32.92562270959218,9.25939,2024-05-21_21-47-41,,29.0
190,planreact,1,117.446,1899,38.04705197413762,11.06348,2024-05-21_21-46-55,,29.0
191,planreact,9,50.693000000000005,1499,26.88580294450124,7.850439999999999,2024-05-21_22-04-47,,27.0
192,planreact,7,39.473000000000006,1899,28.58303873538971,8.479659999999999,2024-05-21_22-05-45,,32.0
193,planreact,4,28.846000000000004,1199,23.50164004961649,6.976460000000002,2024-05-21_22-14-27,,21.0
194,planreact,3,23.86500000000001,1199,20.961427036921183,6.37628,2024-05-21_22-18-30,,17.0
195,planreact,6,91.30800000000004,2599,50.51263676484426,16.060880000000004,2024-05-21_21-56-14,,44.0
196,planreact,8,59.692000000000014,1999,36.2566689491272,11.16887,2024-05-21_22-17-14,,34.0
197,planreact,1,108.059,1699,30.221911005179088,8.548360000000002,2024-05-21_22-25-03,,27.0
198,reflexion,3,42.67299999999999,1699,75.38997070391973,16.458629999999992,2024-05-21_21-49-14,,32.0
199,planreact,0,152.205,2199,44.6389899969101,12.868810000000002,2024-05-21_22-20-43,,38.0
200,planreact,2,49.674000000000014,2799,56.6486620426178,17.073920000000008,2024-05-21_22-11-34,,47.0
201,planreact,4,34.261,1299,32.406964766979215,9.672049999999995,2024-05-21_22-38-01,,23.0
202,planreact,6,37.52700000000001,1199,25.799704444408416,7.2039,2024-05-21_22-46-52,,20.0
203,planreact,5,122.47600000000004,3699,80.25232468048732,24.75626,2024-05-21_21-53-57,,62.0
204,planreact,3,40.108,1899,39.074917761484784,10.866270000000002,2024-05-21_22-39-33,,34.0
205,planreact,1,83.177,1199,23.359647977352143,6.473760000000002,2024-05-21_22-55-23,,21.0
206,planreact,9,91.277,2499,48.31744004885356,13.75865,2024-05-21_22-31-45,,45.0
207,planreact,7,56.784000000000006,2899,62.51941088438034,18.67504000000001,2024-05-21_22-34-25,,48.0
208,planreact,3,28.123,1299,25.35463719367981,7.326219999999999,2024-05-21_23-18-43,,23.0
209,hm,5,210.182,4699,147.31961869398754,44.18568999999999,2024-05-21_21-20-09,,83.0
210,planreact,8,80.495,2699,55.44650715986888,16.236700000000006,2024-05-21_22-53-35,,48.0
211,reflexion,3,27.763,1199,47.33382184902827,10.568040000000002,2024-05-21_23-04-43,,19.0
212,planreact,1,106.388,1499,33.907836604118344,10.109349999999996,2024-05-21_23-18-48,,26.0
213,planreact,5,62.57899999999999,1799,41.47364823818207,12.694490000000004,2024-05-21_23-14-22,,29.0
214,planreact,4,57.18699999999998,2399,46.36209828853608,13.66477,2024-05-21_23-10-31,,42.0
215,planreact,7,23.798000000000005,1099,21.74260828097661,6.308949999999999,2024-05-21_23-37-03,,18.0
216,planreact,6,83.77199999999999,2399,49.0642724275589,15.1769,2024-05-21_23-12-44,,38.0
217,planreact,0,55.538000000000025,3199,56.72593896389007,16.438540000000007,2024-05-21_23-05-29,,53.0
218,planreact,7,32.812000000000005,1499,30.958672146002453,8.57841,2024-05-22_00-29-01,,25.0
219,planreact,9,49.149,1599,38.43610678911209,10.37481,2024-05-22_00-29-19,,27.0
220,planreact,8,55.570999999999984,1899,38.80981838703156,10.31919,2024-05-22_00-29-09,,35.0
221,react_invalid,1,114.159,1699,30.587070175011952,10.337289999999996,2024-05-22_00-38-04,,28.0
222,planreact,2,39.23200000000001,1999,42.988454246521,11.61882,2024-05-22_00-27-46,,36.0
223,planreact,6,83.00099999999999,2199,49.510356914997104,13.748980000000005,2024-05-22_00-28-50,,41.0
224,hm_invalid,1,62.06499999999999,1199,43.3239879488945,10.659950000000013,2024-05-22_00-37-37,,19.0
225,planreact,4,60.988,2799,62.9802551984787,16.95166000000001,2024-05-22_00-28-19,,47.0
226,planreact,5,85.16199999999999,2799,63.42235738436381,17.46136000000001,2024-05-22_00-28-34,,50.0
227,planreact,2,23.198,1299,26.645031038920084,7.24716,2024-05-22_01-10-52,,21.0
228,planreact,9,85.628,2499,55.812642300128935,15.083250000000008,2024-05-22_01-07-50,,44.0
229,planreact,5,52.47599999999999,1399,38.86890736818314,9.83204,2024-05-22_01-32-07,,24.0
230,react,0,131.43,1899,34.85911247730255,12.006810000000002,2024-05-22_02-09-57,,31.0
231,planreact,9,81.94900000000001,2399,50.30373170375824,13.00827,2024-05-22_02-03-45,,43.0
232,hm_gpt35,2,16.704,1200,7.2440357327461244,0.9038460000000004,2024-05-22_09-07-32,,16.0
233,hm_gpt35,0,44.923,1200,6.2887628475825,0.7921940000000003,2024-05-22_09-09-13,,11.0
234,hm_gpt35,1,62.18600000000001,1200,7.019074022769928,0.9315240000000002,2024-05-22_09-09-48,,15.0
235,hm_gpt35,2,8.787,1200,7.286318910121918,0.941196,2024-05-22_09-14-50,,10.0
236,hm_gpt35,0,13.071,1200,7.557619035243988,0.9275759999999998,2024-05-22_09-15-35,,15.0
237,hm_gpt35,1,54.66999999999999,1200,7.0003615339597065,0.8727830000000006,2024-05-22_09-16-53,,14.0
238,hm_gpt35,2,13.306,1200,7.021732974052429,0.8385360000000003,2024-05-22_09-22-11,,14.0
239,hm_gpt35,1,62.629000000000005,1200,7.56753343741099,0.9678209999999996,2024-05-22_09-23-57,,16.0
240,hm_gpt35,7,15.382,1200,6.760218866666159,0.8198020000000004,2024-05-22_09-25-56,,12.0
241,hm_gpt35,5,33.799,1200,7.868758896986644,0.997049,2024-05-22_09-25-12,,13.0
242,hm_gpt35,4,20.899,1200,8.36215773820877,1.015469,2024-05-22_09-24-45,,14.0
243,hm_gpt35,6,34.681999999999995,1200,7.634310523668925,0.8538149999999999,2024-05-22_09-25-37,,16.0
244,hm_gpt35,8,18.907,1200,8.093436380227407,0.9902729999999994,2024-05-22_09-26-14,,15.0
245,hm_gpt35,9,23.005,1200,8.289192652702331,1.061834,2024-05-22_09-26-31,,14.0
246,hm_gpt35,7,15.634000000000002,1200,6.807017374038696,0.8370869999999996,2024-05-22_09-32-46,,15.0
247,hm_gpt35,4,20.827,1200,7.127724786599477,0.7797720000000001,2024-05-22_09-33-11,,15.0
248,hm_gpt35,6,30.994,1200,7.386796283721924,0.947392,2024-05-22_09-33-19,,13.0
249,hm_gpt35,8,37.356,1200,7.055571051438649,0.8651480000000001,2024-05-22_09-34-23,,16.0
250,hm_gpt35,5,31.276000000000003,1200,8.614694515864054,1.099463,2024-05-22_09-33-08,,14.0
251,hm_gpt35,9,21.801,1200,7.371522080898285,0.957014,2024-05-22_09-34-52,,15.0
252,hm_gpt35,7,18.944000000000003,1200,7.630428997675578,0.9440130000000008,2024-05-22_09-39-37,,16.0
253,hm_gpt35,6,34.155,1200,7.005392118295034,0.8622579999999995,2024-05-22_09-40-46,,14.0
254,hm_gpt35,4,21.281,1200,7.549330524603525,0.9028450000000005,2024-05-22_09-40-23,,17.0
255,hm_gpt35,8,22.437,1200,7.5728888511657715,0.9581339999999998,2024-05-22_09-41-30,,16.0
256,hm_gpt35,5,21.837000000000003,1200,7.33902192513148,0.932168,2024-05-22_09-41-49,,12.0
257,hm_gpt35,9,19.453000000000003,1200,8.217712569236756,1.081726999999999,2024-05-22_09-42-17,,15.0
258,hm,0,136.188,2149,nan,nan,2024-05-22_02-09-47,,37.0
